overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,image,style
5,2,True,"04 3, 2017",A2CO7OWFOMNG7M,0615638996,bashful1269,"I really like this game, it helps kids recognize anger and talk about difficult emotions.",Great game for therapy,1491177600,,
5,15,True,"03 23, 2017",A3CBCCYRK31GVT,0615638996,TN,"The game is basically Uno with discussion cues on some of the cards. It can take a long time for someone to win the game too...

Our daughter has been having anxiety and getting angry easily lately. We noticed she's been going to the red zone of anger so quickly that there isn't time to calm down and talk through what's been upsetting her. Even after she calmed down she didn't want to talk about it. The day Mad Dragon arrived, we all sat down and played it before bed. She started opening up about all the things that have been bothering her and we get to tell her about similar instances when we were growing up. We love that it also reminds her about ways to keep calm and why it's better than getting angry. Once in a while she'll tell us how she didn't get mad at school like the Mad Dragon! She asks to play it every night- so she clearly enjoys the game.",5 year old finally opened up!,1490227200,,
5,,True,"03 21, 2017",A2GHL3FY2NT8Q7,0615638996,Beth Kanne,Good game--like Uno but with meaningful (therapy) content.,Five Stars,1490054400,,
5,,True,"03 19, 2017",A2N1OS1SNS9LF,0615638996,islandgirl,I like how this game helps build emotional management/conflict resolution skills while adding a play aspect. My students seem to enjoy it.,I like how this game helps build emotional management/conflict resolution skills ...,1489881600,,
4,,True,"03 14, 2017",AY3S42TBRAMUK,0615638996,quilterldy,"Good game for helping kids deal with anger.  I'm using both one on one and in group therapy.  I think the price is high for a card game, but the game itself is a helpful tool to teach anger management.",Good game for helping kids deal with anger,1489449600,,
5,,True,"03 13, 2017",APPEUNQO889AZ,0615638996,K.M.F.N.,love it,Five Stars,1489363200,,
5,,True,"03 12, 2017",A19Z0CP64QK444,0615638996,Amazon Customer,Fun for the whole family...Very fun to watch adults try to answer the questions as the children watch.  Caused me to examine the behavior I model for my child...GREAT GAME!,Fun for the whole family,1489276800,,
5,,True,"03 11, 2017",A32H46G6R68M31,0615638996,Shopaholic@night,Great resource for BHIS care coordinators!! Works well with kids and teens on what it says it does!!,Perfect!,1489190400,,
5,,True,"03 5, 2017",A35UZ18AM5JEYI,0615638996,C. S. Parr,kids LOVE this !,Five Stars,1488672000,,
5,2,True,"03 3, 2017",A2RJL2FUHNAWMM,0615638996,Bekkah K,"If you know how to play Uno, then you basically know how to play this game. On some of the cards, there are questions that help children recognize body sensations when they are angry, problem solve what they can do if something starts to upset them and gives them tools to use. 100 cards in the deck. My six year old wants to play this every single night and this game is helping him with emotional regulation. My 8 year old likes the game too, but doesn't always want to answer the questions (depending on how his day has gone). If you are looking for a fun way to help teach the children in your life tools for emotional regulation, I highly recommend this game!",If you are looking for a fun way to help teach the children in your life ...,1488499200,,
5,,True,"02 18, 2017",A1QV99K8VVAU32,0615638996,CowMoo,Using in one-on-one or family therapy sessions. The kids love it. Just like Uno.,The kids love it. Just like Uno,1487376000,,
4,,True,"02 12, 2017",A1T12HO4P5SDNR,0615638996,Krystie,Good game for helping kids learn to control emotions.,Four Stars,1486857600,,
5,,True,"02 11, 2017",A1PY7EGMQ1TS9E,0615638996,"Rivka Edery, M.S.W., L.C.S.W.","Great, fun game as an ice-breaker or group activity!

-Rivka Edery, M.S.W., L.C.S.W.
Author of:  ""Hear Me Sing: Book I"" (2016)
Trauma and Transformation: A 12-Step Guide (2013)","A fun, interactive game to teach kids about anger-management!",1486771200,,
4,,True,"02 4, 2017",AQ746Y02X4JER,0615638996,Bettina Neuefeind,This has been a fun game with 3 kids.,"Fun, like Uno with some talking points thrown in",1486166400,,
2,,True,"01 29, 2017",A33A5LND5C8JAI,0615638996,Martha Ledonne,"This is basically Uno.  I don't see how they could be useful as therapy tools.  Cute deck, though - we will use them.",I don't see how they could be useful as therapy tools,1485648000,,
4,,True,"01 29, 2017",A1O7SMSMZDB124,0615638996,Sarah V,"It's Uno with questions about anger. It's an okay way to discuss anger, but it gets repetitive and the students start to get bored after about half a round.",but it gets repetitive and the students start to get bored after about half a round,1485648000,,
4,,True,"01 14, 2017",A2WN5XO5N3JL6O,0615638996,Sue M,Kids I work with like this game.,Four Stars,1484352000,,
5,,True,"01 9, 2017",A2N229TSOKP2TD,0615638996,Kristen,Great family game addition for child that struggles with self-control/anger.,Five Stars,1483920000,,
5,,True,"01 4, 2017",A1CH0ZJ8AOORZM,0615638996,none,"Satisfied, thanks",Five Stars,1483488000,,
5,,True,"01 2, 2017",A3TPN09RM8YH6R,0615638996,Theresa,Love it,Five Stars,1483315200,,
5,,True,"12 18, 2016",A3DZG6KKPDWW42,0615638996,EmJay,I'm a mental health clinician who works in schools. This game is played just like uno and my children love the game. I usually have then read the question and we both answer the questions. I usually go first to give the kids an idea of how to answer just in case they are stumped. This game prepares the child to know how to defeat anger and to lets them know that they are essentially in control of their anger.,Perfect game and so simple.,1482019200,,
5,,True,"12 10, 2016",ABZ17HYWULO4Q,0615638996,Amazon Customer,It helped,Five Stars,1481328000,,
5,,True,"11 20, 2016",A2BZPGE2BMQPJ7,0615638996,ML Vandenburg,"This game is great- the students ask to play it over and over.  It gets them talking much more than if I would just ask them the questions and if they are hesitant, I will answer the question honestly and model that it is ok to be honest.",This game is great- the students ask to play it ...,1479600000,,
5,,True,"11 11, 2016",A1TKY3LRB70TKJ,0615638996,Amazon Customer,This game is a hit with everyone whoever created this gold star! Not only is it fun it's also educational.,Get it no matter what,1478822400,,
5,,True,"11 4, 2016",A1D7NGXWRZDCCA,0615638996,Catherine Tietjen,good therapy tool,Five Stars,1478217600,,
4,,True,"11 2, 2016",A2IF1JBXP3XMJO,0615638996,January Prather,I brought this for my son who is in the 7th grade. We played and he enjoyed the game. The questions got him talking more abut how he felt. We will be playing it again this weekend.,Great for middle schoolers,1478044800,,
3,3,True,"10 30, 2016",A9VFED3G6VCF8,0615638996,Imani,This game although it appears to be like Uno and have an easier play method it was still too time consuming and wordy for my children with learning disabilities.,This game although it appears to be like Uno and have an easier play method it was ...,1477785600,,
5,,True,"10 27, 2016",A2MIT2X8B236C0,0615638996,vegastracy,Easy-to-use great for anger management groups,Easy-to-use great for anger management groups,1477526400,,
5,6,True,"10 25, 2016",A2NJY5ZTYWV218,0615638996,Jessica,"I love this game!! I bought this for my seven year old son who has anger issues and trouble identifying/explaining  other emotions in others or himself.  He started out being really excited to play a new game, but then it kept on talking about anger (the point of the game) he became frustrated -imagine that!  After a couple games and seeing that it is like Uno and sharing feelings isn't so bad he started to warm up.
I would highly recommend this game!!",I love this game,1477353600,,
5,,True,"10 24, 2016",A3E7UK1VXSLPWC,0615638996,Lloyd W. Davis,"This game plays like UNO, but is more interactive and opens the way for players to share their thoughts and feelings about experiences.  I work with children and families in a variety of therapy settings and this game has helped open up dialogue in a way that is fun.  I have seen shy children that had a difficult time talking about their inner selves begin to open up and talk freely.  Great game and one of my favorites!","This game plays like UNO, but is more interactive and opens the ...",1477267200,,
5,3,True,"10 15, 2016",A2KMFH60NA27XD,0615638996,Carolyn Edwards,Excellent for children/adolescents with anger issues.  The game assists with developing problem-solving techniques and rationalizing.  I found that client's of all ages really enjoy playing it!,Excellent for children/adolescents with anger issues,1476489600,,
5,,True,"10 12, 2016",A2AS056HQRGZUA,0615638996,Tony O.,"My clients love it, arrived quickly",Five Stars,1476230400,,
5,,True,"10 10, 2016",A1Z3HXZ57QX31F,0615638996,Samantha,"This game is more fun and easier to understand than I had anticipated. (Rules are basically the same as Uno) I thought I would have to 'sell it to my students in 1st/2nd grade Resource, but they really enjoyed it and everyone had an answer for the questions posed along the way. It also encouraged my better readers to help others and share examples when they needed help 'getting it'.

I would recommend to any resource/ SpEd teacher working with social skills or behavior modifications.",Better than expected,1476057600,,
5,,True,"10 6, 2016",A23RGHVOP9HQOR,0615638996,Amazon Customer,I frequently use it with my younger clients when teaching anger managements. Convenient and fun.,Convenient and fun.,1475712000,,
5,,True,"10 4, 2016",AA8NCPLNAWZI9,0615638996,Kathleen,Used this with several families already. The families have said they found it helpful and the questions to be easy to understand and answer.,The families have said they found it helpful and the questions to be easy to understand and answer,1475539200,,
4,,True,"10 2, 2016",A3LKUL42NQMR3A,0615638996,TM,"Fun game, good to play with client's and their family.",Four Stars,1475366400,,
5,,True,"09 28, 2016",A1HL65EQ24M4SN,0615638996,Jennifer Clay,I play these all the time with my young teenage clients.  They love it!,They love it!,1475020800,,
3,,True,"08 21, 2016",A3952DB06PFYG1,0615638996,Ian king,"was useful, but probably better for younger kids",Three Stars,1471737600,,
5,7,True,"08 10, 2016",A32B2IJ9ND3YT9,0615638996,Devon Z,"This is a must have resource for any children's therapist. The game plays like UNO, so the children pick it up easily, and the questions prompt discussions regarding effective anger management skills. I use this game with kids of all ages- even the teenagers don't shy away because they enjoy the competitive nature of the game itself.",Great resource!,1470787200,,
5,,True,"08 1, 2016",A2T3U0KQE48NSA,0615638996,LuGina Dumas,Very good game! My kids love it! The game is very similar to uno except with questions corresponding to anger and coping skills for anger. Much more pricey than some games but well worth the money.,Worth the money!,1470009600,,
5,,True,"07 14, 2016",A2YXAAE7NAJ1HX,0615638996,Michelle Pitts,Excellent product to use with my clients with anger issues.,Five Stars,1468454400,,
5,,True,"06 24, 2016",AB0U19TRA90G4,0615638996,Ranada,My clients love this game !,Great product,1466726400,,
5,,True,"06 19, 2016",A2P1ZSCSMT6ZFO,0615638996,Cindy N.,Really better than expected!  Thank you so much for your speedy professional service,Five Stars,1466294400,,
4,,True,"05 29, 2016",A86BYA0ZR0SGS,0615638996,D-Men,For the Wife's Job. Swears by it.,For the Wife's Job. Swears by it.,1464480000,,
4,2,True,"05 15, 2016",A2Q3UXKLJ3B7EO,0615638996,Kristin,Play this with my kid patients at the psych hospital in which I work. They like it because it's really similar to Uno which is a unit favorite. It's a little juvenile so I probably wouldn't recommend using with anyone over the age of 9 or 10. Great game though!,They like it because it's really similar to Uno which is ...,1463270400,,
5,,True,"05 5, 2016",A1MFL0BVX00QSP,0615638996,Maddy,Great game for therapy sessions,Five Stars,1462406400,,
5,,True,"04 23, 2016",A3MTFKISUAB55H,0615638996,Amazon Customer,This is a great product! I use it as a therapeutic tool and it has been very effective .,This is a great product! I use it as a therapeutic tool ...,1461369600,,
4,,True,"04 17, 2016",A216X67UAH2032,0615638996,KateF,"Great game! Asks many questions that make the children think more about their anger, how it affects others, and what they can do to cope.",Great game! Asks many questions that make the children ...,1460851200,,
5,2,True,"04 13, 2016",A27JR9X5F78IZ9,0615638996,Bren,"This is a fun game for kids. It's basically the game of Uno, but each card has thoughtful, age-appropriate questions about what happens when we get angey, managing anger in ourselves, what happens when others get angry, and the experience of anger in our bodies!  It's especially good for the younger kids that haven't ever thought about these things and don't necessarily understand their own feelings of anger!",This is a fun game for kids,1460505600,,
5,,True,"04 12, 2016",A1UQGI4VTIYS54,0615638996,Amazon Customer,"I'm a MHR social worker, and my clients love playing this game!",and my clients love playing this game,1460419200,,
5,,True,"04 12, 2016",A3CUBPDF9QII54,0615638996,Amazon Customer,"I am an intern and these have been helpful with my clients. It allows clients to talk about anger, while playing something they might enjoy.",while playing something they might enjoy.,1460419200,,
5,,True,"04 5, 2016",AJ5XSAGJ8ZO4R,0615638996,boop,Great game!!! Wonderful for talking about emotions and attitudes. Using experiences was very helpful. My 9 year old loved it,Great game!,1459814400,,
5,,True,"04 4, 2016",AFMGC5TKB2538,0615638996,Amazon Customer,Fun way to address healthy anger management. I use it in therapy to reinforce topics we have discussed.,Five Stars,1459728000,,
5,3,True,"03 26, 2016",AA2189I9MQVOA,0615638996,Marisa,"I am a licensed clinical social worker and use this game a lot in therapy with kids who have difficulty managing their anger. The game is straightforward and assists in starting the conversation of how to handle anger, or to strengthen skills. I recommend this game for any child struggling to manage emotions appropriately. It uses language so that therapists, teachers or parents can all utilize it with children. Love this game!",Great addition to therapy,1458950400,,
5,,True,"03 24, 2016",A1HB69SAGM9S2G,0615638996,Michelle,"Very fun game to use with kids working on handling anger.  You play like Uno, but have to answer questions about anger.",Very fun game to use with kids working on handling anger,1458777600,,
5,,True,"03 11, 2016",A12DX5890KFFB7,0615638996,E. Golden,I like this game for reinforcing previously learned anger management techniques. It will not stand only as the only thing that will teach children anger management skills but kids seem to have fun with it. And since it's played like Uno most are familiar with the rules already. I have used this for lower functioning adults as well.,Easy to play,1457654400,,
5,,True,"03 11, 2016",A1VPOVASG3JF6D,0615638996,Shyla,"Game is fun, but can be very long",Five Stars,1457654400,,
4,,True,"03 1, 2016",A1TOVRP9SBQD68,0615638996,Val,"Good game to get patients talking, easy to play.",Four Stars,1456790400,,
5,,True,"02 19, 2016",A1S4C99PWDY3JR,0615638996,ddee,This is working great and it arrived on time.,Five Stars,1455840000,,
5,,True,"02 14, 2016",A3B7WZ6M6PPMW8,0615638996,London_Bridge,"Great to use with kids who need support with self-regulation and social skills. It can be adapted and played in many different ways, depending on the age group.",Great to use with kids who need support with self-regulation ...,1455408000,,
5,,True,"02 5, 2016",A2WB26TWCTO3VQ,0615638996,Julie M. Slaughter,"This is a good game to use even up into middle school.  The kids hardly know they are even doing more than playing the game.  The game can be slow or fast depending on how often you read the cards and do what they say.  It offers the opportunity to do a lot of processing about anger and think about potential situations where you may be dealing with anger and what you should do.  In a group, it leads to a lot of discussions.",This is a good game to use even up into middle school,1454630400,,
5,,True,"02 3, 2016",A2HHQ0ZLT9J6CN,0615638996,Amazon Customer,"Great game,  if you can play Ono you can play this game. Great tips, good questions.","Great game, if you can play Ono you can ...",1454457600,,
5,,True,"02 1, 2016",AW7Q2MT5SNWMV,0615638996,SSWstar,I am a school social worker and use this game with 4th-8th graders.,Five Stars,1454284800,,
5,,True,"01 5, 2016",A3NQRXYH9UBMW7,0615638996,Yessi Vasquez,Great Seller!!! Happy with my purchase!!! 5 starrrr,Great for kids,1451952000,,
5,,True,"01 4, 2016",A2EIJPS0DXTZ1R,0615638996,Jessica Stevens,This is a great anger management game for kiddos and adults alike!,Excellent!,1451865600,,
2,2,True,"12 10, 2015",AX9PVIIHKST28,0615638996,Diana,Confusing instructions and its not for 6 year olds. Its boring too. Its asking the same question but each question is worded differently.,Not really good,1449705600,,
4,,True,"11 11, 2015",A15NRVZK8Z1RBQ,0615638996,Sandy Martin,"Good game- only wish there weren't so many repeat cards (the questions). Probably works better if you have multiple players, but for 2 or 3 players it's a bit too repetitive.",Good game- only wish there weren't so many repeat cards ...,1447200000,,
5,,True,"11 4, 2015",A318MV4ZR7W0FK,0615638996,Tracy S.,"My husband is a therapist and I came across these cards and suggested he give them a try in some of his sessions. I can't answer first hand since I'm not actually the one that uses them, but he said they really grasp the kids attention and makes his therapy sessions easier. He has group sessions with high school kids, and he said the kids that normally won't talk during his sessions really opened up with these cards. He is amazed at how well they work.",He is amazed at how well they work,1446595200,,
5,7,True,"10 22, 2015",AFXZSID3DCTUN,0615638996,Death by comic relief,"I work with a broad range of kids K-6, many of whom have autism or learning disabilities in addition to emotional challenges and mental health problems. They LOVE Mad Dragon and will ask for it by name when I offer a non-therapeutic game like Uno. This is FANTASTIC for my kids with learning disabilities because they help each other read and process the cards and feel empowered and successful when they play. One started playing this with his younger brother and was so excited to work through the questions with him WITHOUT MY HELP. I don't know how I've survived at work for this long without Mad Dragon. I'll never go without it again!",I am one ecstatic School Psychologist!,1445472000,,
5,,True,"10 8, 2015",A1HUJTN9JD9OJB,0615638996,Bunny,My kids love love love this game. Wonderful anger tools & self awareness of their anger as well. It's played like bingo with questions in the cards. I find it's great for my clients ages 6-12.,Bingo? No it's Mad Dragon! An awesome learning tool!,1444262400,,
5,,True,"09 29, 2015",A2O7Y0V3F8TL42,0615638996,Angie C.,"Helpful in my practice.  The questions are a little long for some of the younger, or less focused ones.",Helpful in my practice. The questions are a little ...,1443484800,,
4,,True,"09 29, 2015",A2AH73PTX1FN1P,0615638996,Tonia Canty,Great tool working with families.,Four Stars,1443484800,,
5,,True,"09 28, 2015",A21W3ZGZ3CRZWJ,0615638996,mayra,Therapist intern here. Use it with clients and my 6 and 7 year old at home. Similar to UNO card game to my kids love it.,Similar to UNO card game to my kids love it.,1443398400,,
5,,True,"09 28, 2015",A2ZPBE6PAFK69I,0615638996,Victoria Acevedo,"As described, very colorful. My kids like.",My kids like.,1443398400,,
4,,True,"09 14, 2015",A38GL2ZKYGLO1M,0615638996,Tiffany Pargo,"Like Uno. Kids like it. Game gets extremely long if you read every card, so some sort of modification is needed when using during counseling sessions.",Like Uno. Kids like it,1442188800,,
5,,True,"08 27, 2015",A259VFHA9SD4H2,0615638996,Katryna Twilbeck,Super easy familiar format.  I bought it for therapy clients but bothe my 12yo and 8yo just played 4 hands. Cards are super quality and bigger for little hands.  Awesome and highly recommend!,Yes! Buy them! Wish the company had other sets.,1440633600,,
5,,True,"08 8, 2015",A2KWRVJXTTXE4S,0615638996,Lourdes Silva,Can't wait to use it with my counseling students. They love games!,They love games!,1438992000,,
5,,True,"07 24, 2015",A1I8507NRCER78,0615638996,MaxiReader,"Very good therapy game. Also, because it's played like Uno, I play it with my 7 year old granddaughter, who thinks it's interesting.",Fun and useful,1437696000,,
4,,True,"07 22, 2015",A3D0X7G2KD34BY,0615638996,Natz301,"I work with children as a therapist and at first I was underwhelmed with this game but...all the kids love it and some have said it helped them later to control their temper. So, the proof is in the pudding!",Kids love it,1437523200,,
4,2,True,"07 17, 2015",A701PRBQLG437,0615638996,S. Gray,"I like them, but the kids get bored with all of the questions.  The secret is to do every third one.",Mad Dragon makes me Happy!,1437091200,,
5,,True,"07 2, 2015",A2ISPAZ6WYAAL8,0615638996,C. Klein,"cards a little too big, but the kids really like it and helps start good discussion",but the kids really like it and helps start good discussion,1435795200,,
5,,True,"06 23, 2015",A2ZEG9225B6PTK,0615638996,nancy Rosenthal,Its a great game for kids of middle school age or older,Five Stars,1435017600,,
5,3,True,"06 20, 2015",AS2BINQT2G21G,0615638996,Autumn,"I use this card game in therapy sessions and skills training sessions with children from about ages 8-12 and it is wonderful~!  We are able to have so much fun with it, but at the same time really are able to focus in on issues of anger; which many of my kiddos struggle with. As a school based therapist, I definitely recommend this !!",Totally a successful investment!,1434758400,,
5,,True,"06 17, 2015",A4RIPY4O5LCMC,0615638996,Ellegirl1787,Second time I've purchased this game. So helpful and fun for counseling sessions! Would buy again and again!,So helpful and fun for counseling sessions,1434499200,,
5,,True,"06 14, 2015",ALA63KHTAYAE6,0615638996,LJ72,Great way to add anger management to an uno inspired game!,Five Stars,1434240000,,
5,,True,"06 7, 2015",A273OOTSQQP8ID,0615638996,MIZZKITTY49,Excellent activity for teaching self-management skills!,Five Stars,1433635200,,
5,,True,"06 5, 2015",A1H4XVKHR72MYQ,0615638996,Kristin Steele,My son loves playing this game. It was recommended by a counselor at school that works with him.,It was recommended by a counselor at school that works with him,1433462400,,
5,,True,"06 5, 2015",AZ6PUFKNU2RO4,0615638996,KVM,"All of my clients struggling with anger management or just needed some better ""cool down"" skills love this game. It's a fun game that can be played more than once with a client so that the skills can be reinforced",Everyone loves,1433462400,,
5,,True,"06 3, 2015",A11Y1D2FMETAOA,0615638996,Maria Rodriguez,Great for small group and children!,Five Stars,1433289600,,
5,,True,"05 30, 2015",A1BZJOV4WB1SBR,0615638996,jah,"Very popular game in my therapy work with kids!
Love how they can relate it to playing traditional ""UNO"" game.","Love how they can relate it to playing traditional ""UNO"" ...",1432944000,,
5,,True,"05 8, 2015",A31AKE2EOSCEEV,0615638996,DD,This is a favorite activity to use with children and their parents in my therapy office.,Love this game,1431043200,,
4,,True,"04 30, 2015",A3N8GZNZCVDT4G,0615638996,Lindsey,"I really like playing this game in sessions with clients. Since most kids know how to play Uno, it's not very difficult for them to catch on to the rules. The questions on the cards are also varied and thought provoking. I have played this game with children 6 to 12, and I would say that 85% of them seemed to enjoy it and learn something from it.",Great game to use with clients who struggle with anger management,1430352000,,
5,,True,"04 14, 2015",AH4X2B0IHIRIA,0615638996,51buys,Great game...I use it a lot!,Five Stars,1428969600,,
5,,True,"03 29, 2015",A20MXUBHHJB7QJ,0615638996,Monica Zukowski,"Great way to start a conversation, identify triggers, build self-awareness, critically think about consequences, introduce/build self-care coping skills, and build anger management skills. Thoughtful questions, appropriate for the indicated ages. An excellent investment.",It's UNO for the angry!,1427587200,,
5,2,True,"03 23, 2015",AC3A3XJ8ZN1A,0615638996,Margaret R. Doby,"I am a clinician but I bought these to use with my 8 year old son to help manage difficult emotions and learn effective communication strategies. he really enjoyed the game, as did I. I let him skip over some of the questions but overall he participated and we enjoyed the dialogue!",he really enjoyed the game,1427068800,,
2,,True,"03 13, 2015",A1QOJPKCL6Y4P4,0615638996,Love movies that make you think.,"Its really UNO type game but anger control stuff...I don't like it due to younger children really don't respond well to anger management techniques...they do better with EXPECTATION management instead.  These are ok, but i wouldn't buy them again.",Bit dissapointed.,1426204800,,
3,,True,"02 17, 2015",A1HJBO69QS5Z5S,0615638996,Mark D. Martin,Can be kind of difficult to play. Rules aren't very clear. Described as being like UNO. UNO is easier to play and for kids to understand.,Not really like UNO.,1424131200,,
5,,True,"02 8, 2015",A3UMMW641WUP0T,0615638996,B. Poynter,I am a school social worker and I LOVE this game. My students also love it.  Great for elementary aged kids and some early Jr High also enjoy it,great!,1423353600,,
5,,True,"02 3, 2015",A1F8X1R2B78J4,0615638996,Marisa,Great therapeutic game.,Five Stars,1422921600,,
4,,True,"01 31, 2015",A1BCZM80J4ONY0,0615638996,Lisa A.,Great card game that encourages open dialogue.,Four Stars,1422662400,,
4,,True,"01 28, 2015",A3H5P6AALHEHH8,0615638996,shelly callais,Good visual  intervention,Four Stars,1422403200,,
5,,True,"01 4, 2015",A3KI2ISCQKVA4,0615638996,M. Armstrong,My 6yr old grandson loved it. He liked to beat me at the game and it lets me see how well he can read. He enjoyed telling me how he felt. I'm going to buy another so he can have one at home and one at my house.,play and read at the same time.,1420329600,,
5,,True,"01 1, 2015",A39HZ96RLEVKEF,0615638996,Zanzibar 1,My counseling students in elementary and middle school like this game. It's great for teaching and reinforcing basic anger management strategies. The rules are like that of UNO.,My counseling students in elementary and middle school like this game,1420070400,,
5,,True,"12 27, 2014",A36TW5CDPMRZPC,0615638996,TZAustin,"A great game to play and bring up issues re anger and dealing with all feelings. Good for ages 5-11
I've used it with teenagers too, rather tongue in cheek, but it got them talking and thinking about more appropriate ways to express their anger...",Great game to kick off conversations about anger,1419638400,,
4,,True,"12 13, 2014",A1UUXOB7EJIJGC,0615638996,Frugal Consumer,My kids enjoys playing it now and then,Four Stars,1418428800,,
4,,True,"12 11, 2014",A1FOTAQ571BRN6,0615638996,Terri Greer,Fun game for kids in learning how to manage their anger.,Great Therapist Tool!,1418256000,,
5,,True,"12 10, 2014",AAW5OWSZJJ7PE,0615638996,Soubie,Great therapy tool!,Five Stars,1418169600,,
5,,True,"12 8, 2014",A1SII6AW00CUXJ,0615638996,Ohiogirl123,Great game. Kids love to play again and again.,Mad dragon,1417996800,,
5,,True,"11 24, 2014",A2EI0WUVSMOXO5,0615638996,Carmen Ward,"The children love it, it breaks the ice when played in a group.",Ice Breaker,1416787200,,
5,,True,"11 12, 2014",ASUZDDR5P2QOL,0615638996,B. Prewett,Great Game to use at work! Kids really enjoy it!,Fun way to work on Emotion Regulation Issues,1415750400,,
4,,False,"08 23, 2014",ASIQ5UF3KY773,0615638996,Melissa Griffeth,I use this every so often with kids who could use help with anger.  They like it and see it as a fun game.,Works for me,1408752000,,
3,,True,"08 17, 2014",A1UELY2YER04EP,0615638996,Amazon Customer,Requires stronger reading skills than anticipated.,Three Stars,1408233600,,
5,,True,"08 4, 2014",A7VDKFDFDUM26,0615638996,Angela,What a fun way for kids to talk about anger and identify that it's okay to feel angry.,Five Stars,1407110400,,
5,,True,"08 2, 2014",A3GYWP2LZYRDLI,0615638996,L. G. Berkowitz,"Perfect, just what I ordered!!",Five Stars,1406937600,,
5,,True,"06 13, 2014",AARJ6AAU9OMKG,0615638996,HeatherMA,"This is a fun card game for helping youth talk about anger and coping... played similar to UNO, some of the cards have questions which the players answer when they play the card.",Fun way to talk about anger!,1402617600,,
4,3,True,"06 12, 2014",A1DXAZ6HIZJUKE,0615638996,Priscilla Amezquita,Keeps clients engaged while helping them develop anger management skills. The only criticism is I wish more of the cards had questions,Worth the price,1402531200,,
4,,True,"04 29, 2014",A2MZM39SGXZCXD,0615638996,Terri Roach,"Used with anger-management group and they like it.
Gave them opportunity to share events in their life with
the usage of the cues on the cards.",Kids like,1398729600,,
5,39,True,"04 26, 2014",A3MDGOGBC0XV6I,0615638996,Daelin Miller,"I purchased this game to use with children in a mental health setting.  Many have been abused and most have had some exposure with foster care or child protective services.  I LOVE this game.  Previous reviewers commented on the size being a bit large and I agree. I even have trouble holding them.  The cards are repetitive and when the client comments about this, we have a discussion about how we sometimes get angry about the same thing so the cards are giving us the chance to come up with many ways to handle the same situation. I also use the cards with the parents and children.  This has been very valuable when the children see their parents admit their behavior is not always appropriate and they are working on their own anger.  I have combined this game with deep breathing.  They are getting rid of the ""Dragon's Breath"" as they exhale.  The kids love it and the parents can prompt them to practice the skill by j saying Dragon's Breath.","D. M,  MSW, Recreational Therapist",1398470400,,
5,,True,"04 16, 2014",A1K492O1OAZJLO,0615638996,Leticia Hamilton,"I use this game on a daily basis with kids of all ages. The game plays just like UNO and the skills are easy for kids and teens to learn and use at home, in school, or out in public. I would recommend this game for anyone working with kids or teens with anger management issues.",Great theraputic game for kids of all ages!,1397606400,,
4,,True,"04 7, 2014",A2CDP7ULSHS5G9,0615638996,BuyerG,My 12 year old son enjoyed the game - but it is hard convincing him to play. Time will tell if some of the excellent skills portrayed in this game transfer to real life.,Anger Control Game,1396828800,,
5,,True,"03 17, 2014",A2S6FXJS30SICM,0615638996,amira,I like that is plays out like uno which my eight year old son loves the only thing is when we are playing I have to have him put down his cards when we have a reading card cause he eager to keep playing and won't pay attention or rush the discussion card,I think this game is a great way to getting your child to talk and learn about control situations,1395014400,,
5,5,True,"02 19, 2014",A2G2CKB3IYV34A,0615638996,Katherine,I have used this in my groups (with 1st through 5th graders) and they love it. It is especially useful in one of my 3rd grades groups because they learn the anger strategies AND they have to practice playing cooperatively with others. It is also simple enough for the students to learn.,My Kids love it!,1392768000,,
4,5,True,"02 12, 2014",A1N23XSGINKP3X,0615638996,M. Lake Gerbac,"This game is really great for kids to work through and discuss their anger; however, asking questions in the middle of the game significantly slows play. Some kids become anxious or bored with this. It is a good game to begin discussing anger. Some questions are less important and tend to be skipped over.",Good Game,1392163200,,
5,,True,"02 7, 2014",A1BJ965TE9QG6I,0615638996,Judith Labert,It is like UNO but focused on anger and coping skills. It has been a wonderful tool that i have used with the k-5 kids I work with. You can always play a simple UNO game and not use the questions. It is great to have!,Great game!,1391731200,,
5,4,True,"01 23, 2014",A3LXOMANBRFQJG,0615638996,suaimhneas15,"I do in-home therapy with children with serious emotional disturbances. This quickly became a favorite of most of my clients and families, even over standard Uno. I've also learned a lot about various clients and siblings by looking at which cards they refuse to play. I would love to see more of these, dealing with different emotions and behaviors.",My New Favorite Therapy Tool,1390435200,,
5,,True,"01 15, 2014",A2SESIDR9Z2H7S,0615638996,Debra Barth,"Great game that kids love to play, it's like Uno so most kids know how to play it already. Recommend.",Wonderful- kids love them.,1389744000,,
5,,True,"12 30, 2013",A2HDTDZZK1V4KD,0615638996,Rachel E. Battaglia,This is a nice fast paced game that I've used with kids from ages 8 to 14.  The younger kids seem to really get a lot out of playing.,Good game!,1388361600,,
2,5,True,"12 28, 2013",A1RVTA72S5P39N,0615638996,K. M.,I purchased this on the recommendation of two therapists working with my adopted children. The children found it boring and put it down half way through.,Hmmm????,1388188800,,
5,6,True,"12 5, 2013",A2ADOQWA942GYN,0615638996,S. Beauman,"I'm a child therapist, and I work with lots of children and adolescents with anger. This card game has become a favorite in therapy sessions. It's full of really good questions, and I've even had several children request that we play this game. This anger control game has become a reward for some clients because it is such a hit.",Great game for therapy!,1386201600,,
